"id","comment_text","NOT","HOF"
hasoc_english_311109,"Any service tax on such usages? Govt can get good revenue. All states should emulate Delhi .",1,0
hasoc_english_311110,"A North Indian party that is unpatriotic, n spreading hate . Like the Muslims they also have a large base of illiterate Hindus who are being frightened that their religion is in danger ha ha ha !",0,1
hasoc_english_311111,"Try that, God will be defended at any cost like your jihadi forces.",1,0
hasoc_english_311112,"All terrorists must be neutralized. This father has set a great example.",0,1
hasoc_english_311113,"We Are providing best web development services.  Please visit https://goo.gl/YpDBsP to view our realetstate portfolio",1,0
hasoc_english_311114,"There is no ban or bar on H1B visas for those  graduating from USA.  Recruit them and do your business. Why only ask for graduates from India ? Do a sincere business now that fraudulent practises of companies are on radar.",1,0
hasoc_english_311115,"At the the Prime Minister’s parliamentary constituency office in Bhelupur, the atmosphere is calmer.",1,0
hasoc_english_311116,"We already know the difference..plz answer our queries..don't kill our time..",0,1
hasoc_english_311117,"when is india cements results and what are the expectations",1,0
hasoc_english_311118,"Because you are dalaal",0,1
hasoc_english_311119,"And I suppose we're gonna ignore the fact that the most developed countries in the world, the Nordic nations, are basically socialist" You defending socialism or Communism.On nordic countries None of them have an army they have no expenditure on army due to NATO whose budget is contributed by US majorly a CAPITALIST country, they were capitalist first then became socialist, u need to have income to redistribute it too hard to get?",0,1
hasoc_english_311120,"For generations to come History will remember this decision of NAMO",1,0
hasoc_english_311121,"PM cant help his own wife noe he can divorce her. What can he do for a muslim women?",0,1
hasoc_english_311122,"💢 Bot User 💢 Xingh Kannu 💢   ♥PYTHON♥BOT♥TEAM♥  ♪----» TAYYAB-XD.TK «----♪  ♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",1,0
hasoc_english_311123,"Send warden to mental asylum and keep her there forever",0,1
hasoc_english_311124,"Before leaving for Australia to attend volunteers meet, Mann clarified that he will come back before March 11.",1,0
hasoc_english_311125,"rural india is not a promotional material for cnbc tv 18  come on do things with nobility ...come on spartan , prepare for the glory , do not kneel before xerxes , who may give you gold and silver ......lets live for glory of the great nation  ....land of sparta rejects the plea of persians",0,1
hasoc_english_311126,"He has won...& The people have lost...",1,0
hasoc_english_311127,"Bcoz he is a hindu",0,1
hasoc_english_311128,"When ever a Election Anna hazare make a statement against Arvinth kejriwal .He wants to  support BJP by this way",1,0
hasoc_english_311129,"I didn't notice any thing offensive towards any one in particular. He has vent his mind on governance both centre and state",1,0
hasoc_english_311130,"Too many converted minority dogs are barking here .....lol",0,1
hasoc_english_311131,"Only BJP news channel is ABP Neaws channel wala re Not interested in indian people",1,0
hasoc_english_311132,"Lol fucked up fake news.. why ABP news so desperate for TRP..Showing some old video of some other country",0,1
hasoc_english_311133,"You protect cows more than the women and children in this country. Thats pathetic!!",0,1
hasoc_english_311134,"It is difficult to deal with an army who uses jihadi ISIS tactics.We can't create our own fidayeens because we are a civil modern nation",1,0
hasoc_english_311135,"Wait till one year  Which grouth dropped slowly it's give negative results",0,1
hasoc_english_311136,"I always called you top class dear...wish to know u r political  priority?",1,0
hasoc_english_311137,"Those who can't give justice to there women should not speak on others matter",0,1
hasoc_english_311138,"This is a dedicated hardworking leader as our pm taken Ala  indiA  to 21centuary and beyond",0,1
hasoc_english_311139,"honourable former pm we common people don't know which is plundering work or not but think the demonetization scheme will help country for future development and it is not such plunder like 2g scam,coal block.....if you think it will decline GDP and plunder work we will accept it like other....",1,0
hasoc_english_311140,"India has a big advantage in the new digitised world: Mukesh Ambani",1,0
hasoc_english_311141,"Poor have no work.. No money.. No purchases.. Loan is surviving mode for them . Rich cannot spent cash .. Credit only for white . Entertainment industry suffers",1,0
hasoc_english_311142,"Demonitisation  like a  medicine, it might be sour  but slowly and steadily",0,1
hasoc_english_311143,"Not only he dashed your hopes but misusing the name on corruption",0,1
hasoc_english_311144,"Zakir Musa also studied Engineering at Chandigarh but turned to be Top Hizbul Militant n killed our security pers. Kashmiri r pelting stones at our sec pers in J&K. So how can Kashmiri still  expect good treatment  from Chandigarh . First condemn ur Kashmiri ppl n ask them to behave like human beings if they want same in reciprocation.",0,1
hasoc_english_311145,"India must come out of gomata,triple talaak,ayodhya.bciz these topics will devide us.India must b united,should b an developed nation.",0,1
hasoc_english_311146,"This budget is loudly saying that DEMONETIZATION was a damp squib. If concessions in taxation is given there would loss of revenue to the government. Unless there are ways to make good this loss, concessions cannot be given. Had demonetization been successful in curbing the black money, the govt. would have had extra revenue to allow concession in personal taxation. Since the concession in this score is nominal, if not negative taking inflation into account, it is written on the face of the Union Budget, 2017 that there is very little success in curbing the black money by demonetization.  On the other hand govt. needed money for several welfare schemes and definite sources to raise this money. Since independence salaried class is the most certain source of tax revenue and thus govt. decided to take it for a ride for another time. The persons who got delighted thinking that the ill gotten  wealth of the dishonest people in their neighbourhood would now be caught, are probably still not aware of it. If they are still delighted by seeing the budget analysis on TV and think that this budget is a great booster for rural and infrastructure sector here is one statistics. Last year allocation to railways was Rs.1.21 lakh crores; this year due to the so-called thrust on infrastructure the amount is 1.31 lakh crore. If this allocation is discounted for inflation the figure seems to be less than that of the last year.",0,1
hasoc_english_311147,"Very bad direction to corporate world and need young talent to run the companies like tata not family:( see the american companies like Microsoft and Google give opportunity to young people to run the company, I really don't understand this kind of moves and more importance to family :( sad decision by tata group",0,1
hasoc_english_311148,"You have just proved your ugly insidious psycopath mind. So you say it's alright for an Arab or a any Muslim to be shot because he deserves to be. Don't you think humans are humans and that they all feel pain?",0,1
hasoc_english_311149,"Belive me nothing wrong will be proved  , useless media  useless  sebi  useless  govt",0,1
hasoc_english_311150,"What happened to sony wlakmen still in sales - ...is that indian manufacturing is a open defaecation system with out recycling facility ....anwer me ....from munna bhai",0,1
hasoc_english_311151,"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/    Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal.  A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa).  We expect apology from your side for such a mistake.",0,1
hasoc_english_311152,"The Shiv Sena barely retained its citadel, the results for the Mumbai municipal polls showed on Thursday. But it was the BJP’s show, as the party stunned everyone by improving its tally from 31 to 81 seats. The Congress was almost wiped out in the country’s financial capital.",0,1
hasoc_english_311153,"Congratulations to Indian government",1,0
hasoc_english_311154,"Is this a sub branch of the one in Philadelphia???? Mumbai needs one... Can't only eat this amazing food when I go to Philly...",1,0
hasoc_english_311155,"hope somone switches the bike and puts an Enfield there !! I am sure the expression on the MD's face will be priceless....for the rest we have mastercard !!",0,1
hasoc_english_311156,"Dear cnbc y u didn't include Karnataka the state in ur stupid statistics video care to explain",0,1
hasoc_english_311157,"out comes a low cost, low quality duke which leaks coolant after 10k km",1,0
hasoc_english_311158,"Now he is going to be a headache for his co-passengers during the train journey.",0,1
hasoc_english_311159,"first pass the bill for RTI on political funding , u will come to know who has black money",0,1
hasoc_english_311160,"Enough is enough. This is time to retaliate and wage a crucial war to exterminate this rogue state Pakistan from world map.",0,1
hasoc_english_311161,"As an Indian Kashmiris have various kind of freedom according to the constitution of J&K and the constitution of India.",1,0
hasoc_english_311162,"The commies anti national dreams will never materialise",0,1
hasoc_english_311163,"Is there any chance of nifty weekly expiry like bank nifty expiry",1,0
hasoc_english_311164,"Do you see further downside in bank nifty till expiry?",1,0
hasoc_english_311165,"I don't need to own them when I can afford to use them",0,1
hasoc_english_311166,"Why talk about Rahul ? He is no leader today.",1,0
hasoc_english_311167,"Another Indian Express / Jansatta hoax... these crooked diversionists....",0,1
hasoc_english_311168,"There are ten thousand more logical ways to explain this",0,1
hasoc_english_311169,"R b l bank when it's hitting 4 digit matk",1,0
hasoc_english_311170,"Sikh should stay away from arm forces. Otherwise their families have to suffer for serving evil.",0,1
hasoc_english_311171,"This is the country of Hindus so.....,it's ok if there is noise in navratri nights😏",0,1
hasoc_english_311172,"If you get a bullet, you get a medal If you get a medal, you get money",1,0
hasoc_english_311173,"Yes bjp will do which bjp has to do you don't care about that",1,0
hasoc_english_311174,"After Kiran Bedi, Kapil Mishra will be the CM candidate of BJP in next assembly election.",1,0
hasoc_english_311175,"Remove Gandhis and remove appeasement of minorities and remove quotas!! Advocate Meritocracy and India will reach it's true potential.",0,1
hasoc_english_311176,"Striking up conversation with each one, Amin Patel greeted residents and spoke to them in their native tongue.",1,0
hasoc_english_311177,"Every time Nawaz govt. in trouble these Indians come up with some thing.  Why was Jindal here met Nawaz and now this happens",0,1
hasoc_english_311178,"Superb if normal civilian of India deposits more than 2.5l amount I.t officials may question him but the bail is given to the fraudster who looted thousands of crore loan from banks awesome power and money makes  impossible to possible....",0,1
hasoc_english_311179,"Rohit sardana stop shedding crocodile tears. Your debate is only for TRP and exhibit your vocabulary. In TV debates, every one is sitting in TV as much you are sitting. Stop this rant "TV mae baitke". Go to their office and talk without camera and note down the same and read in front of your TV.",0,1
hasoc_english_311180,"people he is not addresing us he is motivating his team members ...and also telling not o repeate that again",0,1
hasoc_english_311181,"You have to have common sense to understand great hero like mr modi ji.......",0,1
hasoc_english_311182,"Express is posting such personalities opinion than it looks like it's aging and approaching natural death.",1,0
hasoc_english_311183,"Agreed, for sometimes and eye for an eye is the correct response.",1,0
hasoc_english_311184,"time pass minister'",0,1
hasoc_english_311185,"Why go sucking RSS bolls",0,1
hasoc_english_311186,"dude can u do wrong with your freinds?no right?so he is doing the same",0,1
hasoc_english_311187,"u people never change.... u got it what i mean...??",1,0
hasoc_english_311188,"Don't propagate hatred...crime has no religion...a number of great freedom fighters were Muslims...a majority of Muslims are peace loving....the Sufi saints are glittering gems of india",1,0
hasoc_english_311189,"Hello sir i am realy ur great fan u take a good decision u will give order to income tax department ride all mp and mla homes",0,1
hasoc_english_311190,"Interesting.. But not many working even in metro cities ..",0,1
hasoc_english_311191,"Jawarlal Nehru could have easily captured Occupied Kashmir But instead went to UN and complicated the wholle matter after getting advice from lady Mount batten If India had captured in 1947 the problem would not have remained plus the Congress has ruined the nation by Defence scams.It present under Narendra Modi India is worlds biggest arms importer and is growing from strenght to strength Pakistan will be given a very Good lesson this time",1,0
hasoc_english_311192,"David Clark just check the U.S. almanac and you will see where the U.S. has no official language or religion. Don't be stupid to argue if you don't know the truth.",0,1
hasoc_english_311193,"Everyone who opposes are the ones who cannot do anythn and comment just.",0,1
hasoc_english_311194,"That's what you Congress idiots were doing for six decades.you fool this is time for action.Better if you keep your mouth shut.",0,1
hasoc_english_311195,"Yup... Only 1.5 minutes in 5 different masjid, 5 times a day...  And Hindus celebrate festivals daily...  So that you could be disturbed daily...  Right bro..??",0,1
hasoc_english_311196,"It's has become a business for doctors to give certain companies medicine.. even they can give generic medicines",1,0
hasoc_english_311197,"I wish people had that mindset as my husband has. God has actually blessed him with a very clean mind and a gentleman's heart. He doesn't judge people for anything like u blockhead Noel Cyril Lazaro",1,0
hasoc_english_311198,"Zakir Naik has rejected all allegations of involvement in terror-related activities and opposed ban on the IRF.",1,0
hasoc_english_311199,"Wt is the issue in it ??? Same thing happens everyday N most importantly he won the election without the support of any political party",0,1
hasoc_english_311200,"No way... it is going to open gap up for sure",1,0
hasoc_english_311201,"This is our Media.... These charges have been announced only by HDFC Bank............ and look what this news channel has portrayed to us",0,1
hasoc_english_311202,"Woman shame on u",0,1
hasoc_english_311203,"O my god....Instead of doing hard studies like Eng & Doctor its better 2 became an Sports men...V vill get both d things 1st vr able 2 represent our nation & next vr going 2 become celebrities along wid good financial income..So life gets settled",1,0
hasoc_english_311204,"THIS  HIGHLY  EDUCATES  DYNASTY SLAVE  WAS  ACTING  AS  A  ROBOT  OF  THE  ILLITERATE  WHIE SKINNNED LADY  FROM  1994  TILL 2014  MAY  WITHOUT MAKING  A NOISE  AND  SUDDENLY HAS  FOUND  A VOICE???  SUCH  BRIAN-WASHED  HIGHLYE EDUCATED SLAVES  AND  ROBOTS LIKE SASI THAROOR  IS  A  DISGRACE  TO  INDIANS  AND  SADLY  THE  WHITE SKINNED  QUEEN  WAS  DOING BACK-SEAT  DRIVING  AND  LOOTING  BILLIONS  OR  TRILLIONS OF  DOLLARS FOR  TEN YEARS  USING  SERVICES  OF  THOUSANDS OR  LAKHS OF HIGHLY  EDUCATED HUMAN  ROBOTS  AND  SLAVES  LIKE SASI THAROOR, CHIDU,SIBALM MM SINGH, JAURAM,ETC,ETC  AND  WE  MUST BE  ASHAMED  TO  CALL  OURSELVES  LIVING IN  A  DEMOCRACY???  WHAT A   FARCE!",0,1
hasoc_english_311205,"Did u actually listen what he said next move to get regularise the salary of labour",0,1
hasoc_english_311206,"Surbhi Srivastava fools like you and low grades like you need an identity. She is a beautiful women is her first identity. She married a prince who is at her service as he loves her,is her second Identity. She gave birth to a cute baby to become a mother is her biggest identity.  Working in some B or C GRADE company and pleasing your boss for promotion might be your identity but this kind of identity is not required for this great lady MEERA",0,1
hasoc_english_311207,"IE I thought still you are some trust worthy news paper... But Seems you are also sold.. Better to unsubscribe",0,1
hasoc_english_311208,"Indian government needs to stop blaming all it's self inflicted problems on it's neighbors. This sounds like the work of people angry at being occupied.",0,1
hasoc_english_311209,"And seriously terror has no religion. They are only misguided youth. BC who misguided them. If the terror has no religion, than Rapist has also no any intention of rape. His Harmon's misguided him. CRAP!!! I am not saying every Islam follower is terrorist. But why only zihadi doing this.",0,1
hasoc_english_311210,"Operating Ratio is down and we are coming out with glass topped carriages.Logic!  What more this Rail Minister happens to be the star performer.",1,0
hasoc_english_311211,"Ali have gomutr twice daily will improve your language and thinking.",0,1
hasoc_english_311212,"siddaramaiha the future PM of india...who can replace modi.",1,0
hasoc_english_311213,"In any case the success of an artist in bollywood totally  depends on knowledge of their art and sheer talent..nepotism can do only a small favour... thats it!...its only the hard work and dedication which shows someone's presence..... and why the hell kangana has problem with each and everything these days! Karan is right.....if she has problem then she can have many other choices!!!",0,1
hasoc_english_311214,"this is why you don't let kids talk to the media",0,1
hasoc_english_311215,"Why is messi quiting..... They lost because of the 6 number player(i dont know the name) inthe team of argentina who also missed the penalty",0,1
hasoc_english_311216,"And yesterday they launched ambulance services for Cows. :@ People has chosen the worst of worst Government.",0,1
hasoc_english_311217,"Fahad such an helpless idiot you are you need doctor",0,1
hasoc_english_311218,"Talk about eligibility of a candidate , rather than pulling religion into everything... Cmon",1,0
hasoc_english_311219,"So shameful!! But again why are we after poor cows! The poor creatures don't even know what's happening to them or for them till they die...and the same applies to goats, pigs and any other animals. If there are ambulances for cows/animals, that's a thing to appreciate. First of all, we spoil their habitat, we start eating them for our nutrition and pleasure and then mock when a few of them get cared for! But yes, things are happening in the colour of political agenda which is controversial. Every living creature is entitled to healthcare and that is something we should ask for...please don't drag cows or goats in between. But then the politicians are busy saving cows and we are busy shaming snapchat CEO! Incredible India",0,1
hasoc_english_311220,"Gujarati leaders won't spk as army jawans killed and never single gujarati in army in last 70 years ? Will BJP keaders send his son to join army ?",0,1
hasoc_english_311221,"Awesome Manisha Gupta he looks totally floored by you  Kh",1,0
hasoc_english_311222,"Diverting attention from Kashmir issue, not a chance 😂😂😂 HANDS OFF KASHMIR  🙌",1,0
hasoc_english_311223,"They (CPI-M) will come to know the strength of the BJP in other parts of the country if they did not stop violence against workers in Kerala",0,1
hasoc_english_311224,"Living off his wife's earnings &tweeting...wah re wah..!!!",0,1
hasoc_english_311225,"I cant see why our govt is not stopping the  entry of Chinese products into India which could be hazardous to health. Who is the dalal who is earning money in its import. Shameful.",0,1
hasoc_english_311226,"Yes we are back in medival ages and someone has hitted a stone on your head thats why you have lost your thinking ability",0,1
hasoc_english_311227,"how to make cnbc tv 18 no.1 channel ....30 days course for rajdeep",1,0
hasoc_english_311228,"I follow that page because it's good to be aware of what's been going on in other people's heads and what kinda bull**** they are propagating. We need to be aware. And I feel it's time we spoke up against all that are calling us average middle class people intolerant or biased or any such nonsensical label. We just wanna live in peace, please let us.",0,1
hasoc_english_311229,"We must not forget that startup is well supported and started by Modi Government which is Great Government with fantabulous Governance",1,0
hasoc_english_311230,"Nawab Nihal Very nice Lineeeeeeeeee     Beautifull pic         Superrrrrrrrrrrrr            Duperrrrrrrrr                Awesome                    Fantastic                       Fabulous                          Excellent                             ajawab                                Zabardast                                  Mindblowing                                     Wonderfull                                       Best post   ☆♡☆Nice ❤♡☆ Very nice Lineeeeeeeeee     Beautifull pic         Superrrrrrrrrrrrr            Duperrrrrrrrr                Awesome                    Fantastic                       Fabulous                          Excellent                             ajawab                                Zabardast                                  Mindblowing                                     Wonderfull                                       Best post   ☆♡☆Nice❤♡☆ Very nice Lineeeeeeeeee     Beautifull pic         Superrrrrrrrrrrrr            Duperrrrrrrrr                Awesome                    Fantastic                       Fabulous                          Excellent                             ajawab                                Zabardast                                  Mindblowing                                     Wonderfull                                       Best post   ☆♡☆Nice❤♡☆ Very nice Lineeeeeeeeee     Beautifull pic         Superrrrrrrrrrrrr            Duperrrrrrrrr                Awesome                    Fantastic                       Fabulous                          Excellent                             ajawab                                Zabardast                                  Mindblowing                                     Wonderfull",1,0
hasoc_english_311231,"Yoginomics For a moment I was stunned; Maybe like many of his passionate supporters. Why would  BJP commit  a harakiri,antagonize minority ,provide a handle for a section of media and opposition to  mount an attack  with renewed vigour and glee( I told u so!) Will it damage its reputation and put a question mark on its developmental agenda?   But knowing Modi & Amit  Shah,their ability to think far ahead of the rest,I think they have a game plan with far reaching consequence which will pay them rich dividend in the electoral battles down the line.   Suppose they ensure for the next 2 years a splendid  model of governance   with high growth and  peace  coupled with impartial administration they bury the ghost and tag of 'communal' neutralize and silence the critics once for ever !  If the epitome of  right wing  'monster ' can make this paradigm shift then they will succeed in wooing.the minorities into their fold,which hitherto they have  not been able to.   More media  harks upon the negatives more support BJP will get as credibility  of media is at a new low thanks to vibrant social media.",0,1
hasoc_english_311232,"Exceeding of reservation above 50% will be banned by supreme court .so shut up fools.And if you all want reservation,then don't talk about not living in a developed country.",0,1
hasoc_english_311233,"https://www.facebook.com/pages/i-will-be-sayin-bye-bye-2-facebook-if-they-start-charging/123883904305285?fref=ts , Hi friends Its important for us, Its a cheating with all public from facebook, first fb said that facebook is free and always etc etc, then what is this charging some amount for inboxing? Public didnot like this kind of cheatings, we have to protest against this kind of cheating from facebook with innocent public, "Stop charging money on facebook",0,1
hasoc_english_311234,"Be careful pakistani BAT my dear indian HaaaHaaaahaaaaa I from Pakistan",1,0
hasoc_english_311235,"Thomas Kuruvilla Baven BJP is creating an image with illiterat hindus that their religion is in danger is only a vote gathring strategy.",0,1
hasoc_english_311236,"what our army was doing.....  why are you blaming others.....it was our duty to be careful......  alertness gone.....incidents on.....  please be careful......be smart and equipped.....with modern security science (man-machine).....  our smartness & alertness is our strengths.....  Be Alert - Be secured",1,0
hasoc_english_311237,"Secularism means a democratic government run by majority numbers and minority power, as in our country.RSS is therefore running for majority and left/cong are running for minority power.Criticisimg each other is of no use.",1,0
hasoc_english_311238,"#THANKY0UTAKER",0,1
hasoc_english_311239,"Constitution has taken care of all aspects, bigots talk like this, if rulers of Rajas had thought, things would have different, humanity is Supreme, faith is personal, before 1947, there were more than 500 Riyasaths under Rajas and Nawabs, State of India was formed in 1947, uniting all small Rajas, diversity of India is strength of our country. So many people follow different ways of living, no problem,",1,0
hasoc_english_311240,"Any surprise to expect from modi on Jan 2 speech. Can it be a trigger to MKT.",1,0
hasoc_english_311241,"Really ? Can't we buy at supermarkets and restaurants using card?",1,0
hasoc_english_311242,"Not just other countries....India also believes in make in India!",1,0
hasoc_english_311243,"You sd take care of Farah khan who is out of ur hands idiot.Children are not allowed to tweet over political issue",0,1
hasoc_english_311244,"It's wrong decision of FM, his decision of taxing FII s is bad, investment in equity create employment to our people, every country trying to attract them, our FM is acting differently bad luck to us",1,0
hasoc_english_311245,"You can go anywhere you want cause India will be new India Modiji's India , India of our dreams",0,1
hasoc_english_311246,"Bought Indian Overseas Bank NSE @ 25.85 .please suggest what to do",1,0
hasoc_english_311247,"Trump has done everything he said he wouldn't do. Be enemies with Russia. Bomb Syria. Hound legitimate immigrants. Monger for war in east Asia. Put up with China's trade imbalance and bullying. He is shit.",0,1
hasoc_english_311248,"Hell i thanked god for not born in creepy place like up",0,1
hasoc_english_311249,"BJP has started election propaganda",1,0
hasoc_english_311250,"This lady is totally ignorant of our great freedom movement and the sacrifice of our leaders. Stupid comments.",0,1
hasoc_english_311251,"So that Modi doesnt have to campaign separately... Feku and his never ending gimmicks",0,1
hasoc_english_311252,"Voice should raise for EVM .",1,0
hasoc_english_311253,"Then why you build temple ! You also can prayer at home ! ... Why you play bhajan in loudspeaker daily ! I also can say that it is disturbing me , simple !",0,1
hasoc_english_311254,"containing inflation through high interest rates is negative economics. containing inflation through higher production of goods and services is positive economics.",1,0
hasoc_english_311255,"Anna is a sanghi stooge.",0,1
hasoc_english_311256,"Nobody can replace Sri Ratan Tata. He should continue for ever.",1,0
hasoc_english_311257,"Fake",0,1
hasoc_english_311258,"I can also say this it's a natural habit of human. Your thought is very motivational. I am inspired.",1,0
hasoc_english_311259,"seems to be a women crying for the RIP 400CC??",0,1
hasoc_english_311260,"Superb!!!! 👏🏼👏🏼😀😀",1,0
hasoc_english_311261,"Right",1,0
hasoc_english_311262,"The tactic of social media ban failed so india have to resort to these cheap tactics once again to blame their comprehensive failure in kashmir on pakistan",1,0
hasoc_english_311263,"Har sarkaar yehi karti had jawaan marta hai to mare koi phark nahin padta",0,1
hasoc_english_311264,"Like..... I don't care - let them do that... :l Why is this trending most of all ??",1,0
hasoc_english_311265,"#WarOnBlackMoney | Some applause, some criticism!",1,0
hasoc_english_311266,"Any surplus will reduce the 28% list...bad idea ...rather should be used for 18% list",0,1
hasoc_english_311267,"Oh That why he first visit India after referendum not Pakistan. Even he knows that relationship between India and Turkey will help Turkey, Not Pakistan. 😂",1,0
hasoc_english_311268,"Fake gandhian",0,1
hasoc_english_311269,"What is this new wave of feminism? Man, these are the kind of useless people who make stupid ill - informed statements and give feminism a bad name. Also, I like being aggressive, since when is she authority on that.",0,1
hasoc_english_311270,"This headline shows and proves again that today's media is only TRP driven & it can cross any level to defame AAP. I am quite sure that you've already watched this video but reluctant to change  the mentality of today's generation as it was expected in this video. Shame on you guys",0,1
hasoc_english_311271,"Fake news we r living in gujarat",1,0
hasoc_english_311272,"Amazing !! Again Modijee became successful in polarising entire political fraternity , it looks like entire country is with Modijee for demonetisation and against him entire political system and all other political parties , no wonder, next 3 national government belongs to Modijee... Congress again is being fooled around and found itself on a wrong foot.. (there seriously is a deficit of a strong, wise, and intelligent leadership) Evidently it is a check-mate step by Mr Modi .. hats off to the Man..",1,0
hasoc_english_311273,"Hi Manisha. Doing excellent work keep it up Good luck",1,0
hasoc_english_311274,"cement sector ? u think is there a correction left before buying in big cement stocks",0,1
hasoc_english_311275,"Fudu man 👨",0,1
hasoc_english_311276,"We are upset that most of the notes are deposited and they were getting white royally. Just leave this bills hit political leaders comments and do not waste your valuable time in answering them. Just take charge on these conversations and stop loosing the black money doors and please keep all normal man's trust on you to true.",0,1
hasoc_english_311277,"How can i sear or inform corruption or basic news with your NEWSCHANAL",1,0
hasoc_english_311278,"Why do we have to be anti Semitic for stating facts. Those murderous Jews stole the land they're occupying today!",0,1
hasoc_english_311279,"Nupur Prakash This is just making me mad.",0,1
hasoc_english_311280,"Umnn...he should have used the term noise pollution n should not mentioned about particular religious practice.",0,1
hasoc_english_311281,"Who is shirish kunder??😕",1,0
hasoc_english_311282,"Your Excellency the President. With due respects. Do you think sir, that the present atmosphere of hatred and bigotry prevailing in our country is conducive to a life of Happiness for All (meaning ALL) the Citizens of our great country?",0,1
hasoc_english_311283,"What is the bottom level of nifty end of the yera",1,0
hasoc_english_311284,"What would be right time to enter stock such as uflex pnb Gilts",1,0
hasoc_english_311285,"south indians r not fools and not communals",1,0
hasoc_english_311286,"How can this happen? RSS going progressive! Time for commies and AIMIM to catch up 😝",0,1
hasoc_english_311287,"V.hardly to see pics...but PC...was played in pink or something like .. Ranveer..Mary Comp..life...★",1,0
hasoc_english_311288,"You are doing a good job, deserve a much appreciation",1,0
hasoc_english_311289,"Anuj there are many more things to do in Goa 😜",1,0
hasoc_english_311290,"Its now clear that Pak hostilities & Naxal hostilities will increase as 2019 approaches , this is to malign Modi & create dissatisfaction among voters .. media will blow it up as usual . Pls remember both Pak & Naxals r in cahoot with opposition parties of India , they r in touch through back channels .. People should not get confused people must understand this conspiracy & stand firmly with Modi",1,0
hasoc_english_311291,"if sympathizers are eliminated, and article 370 revoked.. everything will fall into place",0,1
hasoc_english_311292,"These days so many things like this on facebook.people harmonies going. disturb.This is not good.If any. Problem from noise then go to the police station.rather on facebook.",0,1
hasoc_english_311293,"Gr8 start...not an end..need to look at common man problems and taxes...",0,1
hasoc_english_311294,"Net banking and debit card are no more safe , Chinese hackers are trying to destroy Indian baking system , Indian ministerial cabinet has banned cell phones in the cabinet meeting in the fear of information being leaking , china is hacking all most every computer and phones , especially Chinese phones are most susceptible , foolish Indians have given Chinese companies entry to the telecom sector some of them are known spy companies , now to please Pakistan junta they are going all out to disrupt Indian economy , I am surprised that Indians do no even know that Chinese hackers were operating from Medan just 100 km from Indian shore located in Indonesia , if this is called BJp government cyber security management is it not a practical joke ?",1,0
hasoc_english_311295,"His followers are not as sensible as he is, are they?",0,1
hasoc_english_311296,"Chetan Bhagat has lost confidence in Indian democracy that is way he is surrendering before mighty and seemingly powerful words. Whereas Tulsi nar ka kya bada samay bada balwan, durjun looti gopia wahi Arjun wahi Baan.",0,1
hasoc_english_311297,"Mayawati also charged the BJP with harassing and maligning her close relatives and herself.",0,1
hasoc_english_311298,"Some  organisation  or NGO  or influential person  should  file a writ on Supreme Court  against  this patently  illegal  and unreasonable  order.",0,1
hasoc_english_311299,"samsung space shuttle lost in galaxy note 7 ......reporting from nasa",1,0
hasoc_english_311300,"Idiot gadhe,  buy all the cows in India n keep it safe in your home..instead,  If u come to my place n try to stop me when I cut my cow for beef biriyani,  I'll cut your cock too.. Mind it",0,1
hasoc_english_311301,"You are exaggerating my frnd...most Hindus don't hate muslims atleast in India...can't say about other country though.....afterall we look the same, our behavior similiar so this is just a hype",0,1
hasoc_english_311302,"Demonetization is OK but who's going to look after the sufferings of poor and aam aadmi ?",0,1
hasoc_english_311303,"Sanghi Mahatma has done nothing but successfully dent UPA image , he has not a word to say against current govt not implementing Lokpal or any other issues but gunning after AK because he left his farcical Sanghi satyagraha to actually go political and do something for people , remember how all political parties were after AK saying that it's easy to shout from outside if you want to make a difference join politics and when he did all started gunning for him",0,1
hasoc_english_311304,"Shld c to the performance ... to chck if it can compete with ROYAL ENFILED",0,1
hasoc_english_311305,"This is @ $50 + per pod. In India, why don't they don't charge $75 per standard room? I ether pay that than $50 a day per pod. In the US, 3 star hotels range from $70-125. If you book it early or during promotion, you sometime can get it for $60 for double medium beds. Why is India so expensive and appear to have no land? Is it because it has a big population? I can see myself renting a pod in Japan or Hong Kong but not India.",1,0
hasoc_english_311306,"she is screaming like a pig went under the tyre.",0,1
hasoc_english_311307,"Appreciate CNBC to keep us updated. Nice coverage by Sonia.",1,0
hasoc_english_311308,"Clean energy Wind and Solar should be a number one priority - in parallel with focussing upon efficiently use all sources of power.",1,0
hasoc_english_311309,"Shore sirf shor hota hai",0,1
hasoc_english_311310,"I bet no punishment will be given to that women. After all she is innocent according to our legal system. #hailwomenempowerment #hailgenderbiasedlaws #hailnarishakti #hailfeminisminindia.",0,1
